sil,db,ch,sil_dist,db_dist,ch_dist,total_dist
0.26033324003219604,1.264045370064771,352.212158203125,0.19501708254411837,0.24216264371568666,0.0,0.43717972625980506
0.22804270684719086,1.5162617295221703,24.494159698486328,0.3141083084414509,0.6007478738470051,0.9658324167271387,1.8806885990155946
0.1927388310432434,1.528175537911441,274.4946594238281,0.44431309088746124,0.6176861713158838,0.2290447275111571,1.291043989714502
0.1612558662891388,1.6649375451587332,108.28008270263672,0.5604259108885233,0.812125722927422,0.7189031639181352,2.0914547977340807
0.1804109811782837,1.598724983755075,251.9649200439453,0.48977962885649295,0.717988900797432,0.2954431332526617,1.5032116629065866
0.141432523727417,1.7970817669984989,109.40286254882812,0.6335366939633131,1.0,0.715594169058995,2.349130863022308
0.04206923767924309,1.6488083139544203,64.39472961425781,1.0,0.7891942045450204,0.8482396569568991,2.6374338615019193
0.24251127196825145,1.4873949927760415,273.03186323220933,0.2607465646953725,0.5597069776041143,0.2333557997970158,1.0538093420965025
0.2459827426431194,1.1990628391623699,171.83383926969543,0.24794337882141956,0.14977460097221518,0.5316010365484609,0.9293190163420957
0.22921200546477885,1.5513490821032772,251.95542125461847,0.3097957997253275,0.6506328473160636,0.29547112756085775,1.2558997746022489
0.20810144114524523,1.6040147430276115,137.540808378232,0.3876540057138621,0.7255095451765774,0.6326675664733705,1.7458311173638101
0.24062294818848684,1.5254119687274619,223.50502071215573,0.2677109214786688,0.6137571038519298,0.37931857944987246,1.260786604780471
0.20220151042790482,1.6050037195012146,136.68722088605085,0.4094136334602283,0.7269156092286648,0.6351832124684735,1.7715124551573667
,,,,,,
0.26033324387497886,1.2640453585344649,352.212155724806,0.19501706837149052,0.24216262732262853,7.30396512918997e-09,0.43717970299808423
0.22804270620730935,1.5162617412078738,24.494159798347653,0.3141083108014079,0.6007478904609975,0.9658324164328329,1.8806886176952382
0.19273883256726343,1.528175532406581,274.49465407553436,0.4443130852666989,0.617686163489423,0.2290447432733536,1.2910439920294754
0.1612558663123072,1.6649376589675198,108.28007772754054,0.5604259108030758,0.8121258847335397,0.7189031785804644,2.09145497411708
0.18041098361870858,1.5987250334231273,251.96490595446014,0.48977961985592344,0.7179889714123201,0.29544317477641563,1.5032117660446591
0.14143251841812463,1.7970817197949662,109.40287068080215,0.6335367135445982,0.9999999328890099,0.7155941450928895,2.3491307915264974
,,,,,,
0.2471319625220058,1.4228138789496985,339.0741949722673,0.24370492281891132,0.46788964421076806,0.03871948088304937,0.7503140479127287
0.2232710242787418,1.0937166022787066,12.900707449423884,0.33170682635423093,0.0,1.0,1.3317068263542309
0.2612524265485987,1.3890537201453599,302.26307648040637,0.19162701622221803,0.4198915907134954,0.14720717975113545,0.7587257866868489
0.23506351241834583,1.3551790035616176,156.53729598078561,0.28821476442763044,0.3717306662280791,0.5766821655670429,1.2366275962227524
0.3132103980938866,1.2033948098265688,320.5493505476072,0.0,0.15593352222889223,0.0933148810191529,0.24924840324804515
0.23020535522909757,1.2416283379011674,134.6114705492765,0.3061322107563946,0.21029152855670094,0.6413007494162056,1.157724488729301
0.3130240287179822,1.2753264381454803,192.8859614385671,0.0006873518414520032,0.25820135112765175,0.4695573827840232,0.728446085753127
